,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify
2029,Goel Ganga Orchard,1006,2    ,2,2021-03-05, Koregaon Park Annexe
2030,aniket society,400,1    ,1,2021-03-05, Baner
2031,Marvel Zephyr,2070,3    ,3,2021-03-05, Kharadi
2033,Bora Forest Castle,550,1    ,1,2021-03-05, Ambegaon Budruk
2037,Samrudhii Housing Society,550,1    ,1,2021-03-05, Hadapsar
2038,Megapolis Sparklet,600,2    ,2,2021-03-05, Hinjewadi
2039,Hardevi Shiv Sai Residency,990,2    ,2,2021-03-05, Pimple Gurav
2040,jijau classic,856,2    ,2,2021-03-05, Dhayari
2042,Lohegaon,1200,2    ,1,2021-03-05, Yojana Nagar
2043,plot no 55 sector no 27 nigdi pradhikaran,950,2    ,2,2021-03-05, Nigdi
2044,On request,1050,2    ,2,2021-03-05, Marunji
2046,Sai Balaji Tathastu Apartment,650,1    ,1,2021-03-05, Kharadi
2047,Anusaya Niwas,650,1    ,1,2021-03-05, Fatima Nagar
2048,Vithai Niwas,700,1    ,1,2021-03-05, Keshav Nagar
2049,Gaikwad Saptarang Aakash,550,1    ,1,2021-03-05, Tukai Nagar
2050,Sancheti Belcastel,674,1    ,1,2021-03-05, Keshav Nagar
2051,"Om Apartment, Kharadi",750,2    ,1,2021-03-05," Pandhari Nagar, Kharadi"
2052,"Om Apartment, Kharadi, Pune",525,1    ,1,2021-03-05, Behind Radisson Blu
2053,Prasun Senate,1260,2    ,2,2021-03-05, Salunke Vihar
2054,The Omega Paradise Phase 1,1650,4    ,3,2021-03-05, Shankar Kalat Nagar
2055,Amar srushti,1000,2    ,1,2021-03-05, Vitthal Nagar
2056,Arihant Elegent Residency,1050,2    ,2,2021-03-05, Nigdi
2057,Maitreya Baug Housing Society,1010,1    ,1,2021-03-05, Kothrud
2058,Bramhacorp F Residences,1300,2    ,2,2021-03-05, Kalyani Nagar
2059,Laxmi Nagar,750,1    ,1,2021-03-05, Dhanori
2060,RK Lunkad Nisarg Nirmiti,1460,3    ,3,2021-03-05, Pimple Saudagar
2061,Royale Rahadki Greens Phase-1,560,1    ,2,2021-03-05, Shivraj Nagar
2062,"Matoshree, Plot No 40",350,1    ,1,2021-03-05, Near Manjari Budruk railwayy station
2064,Sukhakarta society,650,2    ,1,2021-03-05, Yamunanagar nigdi
2065,Giriraj Vrindavan,675,1    ,1,2021-03-05, Chikhali
2066,Swami Samarth Residency,758,2    ,1,2021-03-05, Manjari Budruk
2067,Aswani Galaxy,850,2    ,2,2021-03-05, Bhausaheb Kalate Nagar
2068,Chintamani Enclave Vitthalwadi,775,2    ,2,2021-03-05, Vitthalwadi Sinhgad Road
2070,Gauree Space Atlantica East,1271,3    ,3,2021-03-05, Keshav Nagar
2071,A K Surana Sanskruti Homes,700,1    ,1,2021-03-05, Balewadi
2072,siddharth Estates,900,2    ,2,2021-03-05, Kalyani Nagar
2073,Raj Mayur Society,380,1   ,1,2021-03-05, Erandwane
2074,Atul Nagar,980,2    ,2,2021-03-05, Warje
2075,Prapti Scrum Utkarsh,1050,2    ,2,2021-03-05, Hinjewadi
2076,Little Earth Masulkar City,635,1    ,2,2021-03-05, Ravet
2077,Sanskriti,620,1    ,1,2021-03-05, Wakad
2082,Kolte Patil Western Avenue,950,2    ,2,2021-03-05, Wakad
2083,Fortune Siddhipriya,610,1    ,1,2021-03-04, Autadwadi Handewadi
2084,Gurudatta Apartments,650,1    ,1,2021-03-04, Gulab Nagar
2086,Vilas Javdekar Yashwin Hinjewadi,865,1    ,1,2021-03-04, Hinjewadi Phase 2
2087,Lily Apartment,750,2    ,2,2021-03-04, Tingre Nagar
2088,Meraj heights,1365,3    ,2,2021-03-04, Keshav Nagar
2089,Anjana Complex,470,1    ,1,2021-03-04, Hinjewadi Phase 1
2090,Rose Garden,1250,2    ,2,2021-03-04, Viman Nagar
2091,Sai Preetam Villa CHS,500,1    ,1,2021-03-04, Pimpri Chinchwad
2092,Magarpatta City Roystonea,1662,3    ,3,2021-03-04, Magarpatta
2094,Saptsiddhi Savali Homes,634,1    ,1,2021-03-04, Uruli Devachi
2096,Candy Floor,1100,2    ,2,2021-03-04, Marunji
2098,Park Island,1150,2    ,2,2021-03-04, park island residency shastri nager yerwada pune 6
2099,Gajanan maharaj nagar,350,1    ,1,2021-03-04, Dighi
2102,Shubhashree Society,1350,3    ,3,2021-03-04, Balewadi Phata
2103,Sonai Heights,500,1    ,1,2021-03-04, Narhe
2105,Ishana phase 3,600,1    ,1,2021-03-04, Bhusari Colony
2106,Sai Bhawan,500,1    ,1,2021-03-04, B.T Kawade Road
2108,Dhruv House,735,1    ,1,2021-03-04, Ambegaon Pathar
2109,Megapolis Sparklet,480,1    ,1,2021-03-04, Hinjewadi
2110,Purple touch phase2,1024,3    ,3,2021-03-04," Malwadi village, Lohegoan"
2111,dutta tara apartments,1200,2    ,2,2021-03-04, Old Sangvi
2112,Chordia Dhanraj Park Society,1100,2    ,2,2021-03-04, Vishnu Dev Nagar
2113,Sunview 4D,1100,2    ,2,2021-03-04, Pimpri
2114,Wisdom Park,1044,2    ,2,2021-03-04, Balewadi
2115,Bhoomis Spring Town,2100,3    ,3,2021-03-04, Undri
2117,Palash Appartment,945,2    ,2,2021-03-04, Aadarsh Nagar
2120,Ashtavinayak Park,650,1    ,1,2021-03-04, Kalewadi
2121,Tata Housing Society,570,1    ,1,2021-03-04, Somatane
2122,Saarrthi Sovereign,654,1    ,1,2021-03-04, Hinjewadi
2125,Mittal Arc Vista,811,2    ,2,2021-03-04, Dhanori
2127,Madhuban Satin Brick,1000,2    ,2,2021-03-04, Tulaja Bhawani Nagar
2128,Nisarg Hardik Phase 2,676,1    ,1,2021-03-04, Rahatani
2131,Kolte Patil 24K Opula,1575,3    ,3,2021-03-04, Pimple Nilakh
2132,Dreams Rachana,665,1    ,1,2021-03-04, Shiv Nagar
2133,Xrbia City,450,1    ,1,2021-03-04, Hinjewadi
2135,A K Surana Sanskruti Homes,500,1    ,1,2021-03-04, Balewadi
2136,11 K County Phase 2,837,2    ,2,2021-03-04, Moshi
2137,GK Royal Rahadki Greens Phase 2,1060,2    ,2,2021-03-04, Rahatani
2140,Maharashtra colony,800,2    ,1,2021-03-04, Thergaon
2141,Pride Silver Crest,914,2    ,2,2021-03-04, Wakad
2142,Mutha and Ramesh Hermes Drome Phase 2,2450,4    ,3,2021-03-04, Viman Nagar
2143,Pristine Prolife,833,3    ,3,2021-03-04, Wakad
2144,11 K County,837,2    ,2,2021-03-04, Borhade Wadi
2148,On Request,570,1    ,1,2021-03-04, Dhankawadi
2149,PRK Lantana Court,1100,2    ,2,2021-03-04, NIBM
2150,Nyati Ebony,935,2    ,2,2021-03-04, Mohamadwadi
2152,Bhaskar Keshav Apartment,420,1    ,1,2021-03-04, Pimpri Chinchwad
2153,Balsara society,550,1    ,1,2021-03-04, Sangamvadi
2155,GK Roseland Residency,1380,2    ,2,2021-03-04, Pimple Saudagar
2157,Sai Smruti,530,1    ,1,2021-03-04, Narhe
2158,Deshpande Sankul,700,1    ,1,2021-03-04, Pavana Nagar
2159,Shri swami samarth,650,1    ,1,2021-03-04, Hinjewadi Phase 1
2160,Runwal Panorama,500,1    ,1,2021-03-04, Warje
2163,Om Sai Shiv Sai,800,1    ,1,2021-03-04, Wagholi
2164,Samarth Enclave,750,1    ,1,2021-03-04, Shankar Nagar
2165,Ganga Osian Meadows,866,2    ,2,2021-03-04, Thergaon
2166,Neo City,924,2    ,2,2021-03-04, Wagholi
2167,Tirupati society,650,2    ,1,2021-03-04, Sahakar Nagar
2168,Grande View 7,1015,2    ,2,2021-03-04, Ambegaon Budruk
2169,Vilas Yashone,450,1    ,1,2021-03-04, Pirangut
2170,Karia Konark Exotica,1253,2    ,2,2021-03-04, Wagholi
2171,Vyankatesh Swapnagri,605,1    ,1,2021-03-04, Saswad
2172,Media Regency,950,2    ,2,2021-03-04, Narhe
2173,Legacy Fortune Exotica,968,2    ,2,2021-03-04, Ravet
2174,Amrutdhara,850,2    ,2,2021-03-04, Wadmukhwadi
2175,Palm Groves,1100,2    ,2,2021-03-04, B.T Kawade Road
2176,Swarmayee Society,540,1    ,1,2021-03-04, Law College Road
2177,Gulmohar row house society,1475,3    ,2,2021-03-04, Chikhali
2178,Prestige Classic,850,2    ,1,2021-03-04, Chinchwad
2180,Amit Colori,391,1    ,1,2021-03-04, Undri
2181,Defence Colony Society,1680,4    ,3,2021-03-04, Wagholi
2182,Kohinoor Tinsel Town Phase 2,1050,2    ,2,2021-03-04, Hinjewadi
2183,Xrbia Township,800,2    ,2,2021-03-04, Marunji
2184,Kanchan Comfortz,1407,3    ,3,2021-03-04, Yewalewadi
2185,Atria Grande,1145,2    ,2,2021-03-04, Autadwadi Handewadi
2186,Ajit Green City,690,1    ,1,2021-03-11, Shivane
2187,Nandadeep,550,1    ,1,2021-03-04, Alandi
2188,Meraj Heights,682,1    ,1,2021-03-04, Keshav Nagar
2189,Rajat Rashmi Apartment,575,1    ,2,2021-03-04, Koregaon Park
2190,Arihant Vihar,600,1    ,1,2021-03-04, New Sanghvi
2192,10 Vrindavan Phase 2,1140,2    ,2,2021-03-04, Dhanori
2193,Park Royale,1100,2    ,2,2021-03-04, Pimpri Chinchwad
2194,Darwadkar Chandrangan 7,912,2    ,2,2021-03-04, Ambegaon Budruk
2195,Emerald Society,860,2    ,2,2021-03-04, Wakad
2196,Gururaj Society,700,1    ,1,2021-03-04, Kothrud
2197,Samarth Bhalchandra Vatika,700,2    ,2,2021-03-04, Pandhare Wasti
2198,Kumar Shantiniketan,1400,3    ,2,2021-03-04, Pashan
2199,Nhavale Nisarg Classic,630,1    ,1,2021-03-04, Bijle Nagar
2200,Vignaharta heights,610,1    ,1,2021-03-04, Pashan
2201,Bramhacorp F Residences,920,2    ,2,2021-03-04, Kalyani Nagar
2202,Ishana 4 Co Op Society,950,2    ,2,2021-03-04, Bhusari Colony
2203,Chintan Kudale Patil Towers,500,1    ,1,2021-03-04, Wadgaon Budruk
2204,Casa Lavelle,400,1   ,1,2021-03-04, Tilekar Nagar
2205,Shinde wasti,480,1    ,1,2021-03-04, Laxmi Chowk
2206,Premlok Park,355,1   ,1,2021-03-04, Chinchwad
2208,Gharonda Housing Society,450,1    ,1,2021-03-04, Sadhu Vaswani Chowk
2209,Anandmayee apartment,600,1    ,1,2021-03-04, Erandwane
2210,Shriniwas Serene County Phase 2 CHS,650,1    ,2,2021-03-04, Wadgaon Budruk
2211,Pristine Prolife Phase III,10806,2    ,2,2021-03-04, Wakad
2212,Vaishnavi Spring Woods,678,2    ,2,2021-03-04, Hinjewadi
2213,Shubham Palace Society,700,1    ,1,2021-03-04, Bharti Vidyapeeth College Katraj
2215,M Square Dreamland,550,1    ,1,2021-03-04, Kharadi
2217,Vilas Javdekar Palladio,1020,2    ,2,2021-03-04, Tathawade
2219,Sun Galaxy,865,2    ,2,2021-03-04, Vadgaon Budruk
2220,Ganesh Park Housing Society,750,2    ,1,2021-03-04, Pimple Saudagar
2221,Dasrath nagar,1000,2    ,1,2021-03-04, Dashrath Nagar
2222,Vanashree Housing Society,525,1    ,1,2021-03-04, Chinchwad
2223,Bhudhaghosh CHS,570,1    ,1,2021-03-04, Old Sangvi
2224,Ganga Sarovar,1300,2    ,2,2021-03-04, Wadgaonsheri
2225,Karanjaymala society,1200,3    ,2,2021-03-04, Jaymala Nagar
2226,R7 Life Republic Township,1702,3    ,3,2021-03-04, Marunji
2227,GK Jarvari,765,1    ,1,2021-03-04, Pimple Saudagar
2228,Shanti Nagar,650,1    ,1,2021-03-04, Kharadi
2230,sai atharva,940,2    ,2,2021-03-04, Pimple Saudagar
2231,Dreams Akruti,702,1    ,1,2021-03-04, Handewadi
2233,Mukta Ram Srushti,917,2    ,2,2021-03-04, Pimple Nilakh
2234,Malkani Bella Vita,550,1    ,1,2021-03-04, Wagholi
2236,RK Lunkad Nisarg Anand,901,2    ,2,2021-03-03, Pimple Nilakh
2237,Pratik Nagar,550,1    ,1,2021-03-03, Yerwada
2238,Giriraj Vihar,1400,2    ,2,2021-03-03, Chichwad
2239,padmavati prime,810,2    ,2,2021-03-03, Keshav Nagar
2240,The Impact Imperial,800,2    ,2,2021-03-03, Lohegaon
2241,Margosa Heights,1015,2    ,2,2021-03-03, Mohamadwadi
2242,Oxford Riverside,550,1    ,1,2021-03-03, Mundhwa
2243,Paalash 24 Moshi Pune,850,2    ,2,2021-03-03, Gaikwad Vasti
2244,NSG Royal One,1138,3    ,2,2021-03-03, Pimple Nilakh
2246,Sulabh Colony,880,2    ,2,2021-03-03, Pimpri
2247,Kunal Hights,541,1    ,1,2021-03-03, Mahaganpati Mandir
2248,More,1100,2    ,2,2021-03-03, Audumbar Colony A
2252,Borade Residency,650,1    ,1,2021-03-03, Tambenagar
2253,Tata Inora Park Phase 2,1356,3    ,3,2021-03-03, Undri
2254,Kudale Patil Complex,650,1    ,2,2021-03-03, Manik Baug
2255,On request,400,1   ,1,2021-03-03, Morevasti
2256,Sejal Residency,630,1    ,2,2021-03-03, Hadapsar Gaon
2259,Atlanta Society,910,2    ,2,2021-03-03, Wakad
2262,TCG The Cliff Garden,740,2    ,2,2021-03-03, Phase-3 Hinjewadi
2265,Tripura Aangan,632,1    ,1,2021-03-03, Sinhgad road
2266,Oxford Florida Riverwalk,1015,3    ,3,2021-03-03, Keshav Nagar
2267,suvarna nagari society,800,2    ,2,2021-03-03," Mansi apartments, Bibewadi"
2268,Darode Jog Padmanabh,559,1    ,1,2021-03-03, Moshi
2269,Nisarg Hardik Phase 2,724,1    ,1,2021-03-03, Somdas Colony
2270,Oriantal Marvel Housing Society,996,2    ,2,2021-03-03," Keshavnager,Chinchwadgoaw"
2272,Chavan Nagar,250,1    ,1,2021-03-03, Chavan Nagar
2275,laxmi sparsh society,553,1    ,1,2021-03-03, Kondhawe Dhawade
2276,shivanand regency,860,2    ,2,2021-03-03, panchshil colony
2278,oveera apartments,350,1   ,1,2021-03-03, Bhawani Peth
2279,Spring Glory CHS,518,1    ,1,2021-03-03, Kharadi
2280,Deepak Niwas,500,1   ,1,2021-03-03, Pimple Gurav
2281,Shiv Sai Apartment,750,1    ,1,2021-03-03, Pimple Gurav
2283,Royal Oak,939,2    ,2,2021-03-03, Wakad
2285,Gera Park View 1,1037,2    ,2,2021-03-03, Eon Free Zone
2286,Saudagar Garden,880,2    ,2,2021-03-03, Dehu Road
2287,Rohan Tarang,1248,2    ,2,2021-03-03, Wakad
2289,Kumar Park Infinia,925,2    ,2,2021-03-03, Phursungi
2291,Prime City Centre,880,2    ,2,2021-03-03, Near Polaris Hospital
2293,Shree Dattatraya Society,450,1    ,1,2021-03-03, Pandurang Colony
2295,mauli pushpa,558,1    ,1,2021-03-03, Narhe
2298,Geras Adara,556,1    ,1,2021-03-03, Hinjewadi
2299,Abhinav The One,1019,2    ,2,2021-03-03, Bhugaon
2300,On Request,750,2    ,1,2021-03-03, Pimple Gurav
2301,Sai Srushti Ghule Nagar,500,1    ,1,2021-03-03, Manjri BK
2303,Karma Kshetra Coop Hsg Soc,2500,3    ,3,2021-03-03, Near Iscon temple
2304,Namrata Eco City,700,2    ,2,2021-03-03, Varale
2305,Tanish Samruddhi Apartment,525,1    ,2,2021-03-03, Gokul Colony
2306,Vishwajit Apartment,575,1    ,1,2021-03-03, Kothrud
2307,Kanchan Puram,610,1    ,1,2021-03-03, Wagholi
2308,Parth Jainam,1625,2    ,2,2021-03-03, Sus
2309,Society,1340,3    ,3,2021-03-03," Hari Ganga, PHULE Nagar Yerwada"
2311,Qazi Manzil,750,1    ,1,2021-03-03, Khandve Nagar
2312,Independent House,750,1    ,1,2021-03-03, Khandve Nagar
2313,Vasant Lata,610,1    ,1,2021-03-03, Katraj Kondhwa Road
2314,Spring Glory CHS,650,1    ,1,2021-03-03, Kharadi
2315,Devendra Kothrud,500,1    ,1,2021-03-03, near Datta Mandir
2316,Clover Highlands,2530,3    ,4,2021-03-03, Kondhwa
2317,suman shilp pahase 1,650,1    ,1,2021-03-03, Dighi
2318,Florentine Housing Society,950,2    ,2,2021-03-03, Sopan Baug
2319,GK Rose Aster,580,2    ,2,2021-03-03, Punawale
2320,"RHN5, Astha, Priyank Park",2500,4    ,3,2021-03-03," Baner, Near Ganraj Mangal Karalya"
2321,Paranjape Blue Ridge,526,1    ,1,2021-03-03, Hinjewadi
2324,mauar apartment,350,1    ,1,2021-03-03, Vishrantwadi
2327,Media shrushti Phase 2,815,2    ,1,2021-03-03, Narhe
2328,Gokhale Residency 2,618,1    ,1,2021-03-03, Dhayari
2331,Ajinkya Nagar CHS,750,2    ,1,2021-03-03, Hingne Khurd
2332,Dagde Tirumala Heights,850,2    ,2,2021-03-03, Siddharth Nagar
2333,Tridal Nagar CHS,830,2    ,1,2021-03-03, Yerwada
2334,Tulsi Pooja Apartment,1410,3    ,3,2021-03-03, Purnanagar
2336,Shanti Rakshak Society,380,1    ,1,2021-03-03, Shastri Nagar
2337,Shakil apartment,750,1    ,1,2021-03-03, Lohegaon
2338,Kunal Icon CHS,1044,2    ,2,2021-03-03, Pimple Saudagar
2339,Siddharth Nagar,800,2    ,2,2021-03-03, Aundh Gaon
2340,Salunke Vihar,1050,2    ,2,2021-03-03, Wanowrie
2342,Shree Mauli Heights,3,3    ,2,2021-03-03, Pimple Saudagar
2343,Magarpatta City Iris,1100,2    ,2,2021-03-03, Magarpatta
2345,Ajit Apartment,1000,2    ,2,2021-03-03, Model Colony
2346,Eisha Zenith,1642,3    ,2,2021-03-03, Tathawade
2347,Vastushodh UrbanGram Kirkatwadi,827,2    ,2,2021-03-03, Kirkatwadi
2348,Unnati Dham Apartment,650,1    ,1,2021-03-03, Kondhwa Budruk
2350,Prasiddhi Shruti Pushp,575,1    ,1,2021-03-03, Kiwale
2352,on request,910,2    ,2,2021-03-03, Shankar Kalat Nagar
2353,Adara,450,1    ,1,2021-03-03, Hinjewadi Phase 2
2356,Rahul Park,1600,3    ,3,2021-03-03, Warje
2357,On Request,700,2    ,1,2021-03-03, Mangdewadi
2358,Godrej Infinity,1069,2    ,2,2021-03-03, Keshav Nagar
2359,Omkar Building,1000,2    ,2,2021-03-03, Swami Vivekanand Nagar
2360,Shankar Suman Sankul,700,1    ,1,2021-03-03, Bhekrai Nagar
2361,Chandrangan Society,640,1    ,1,2021-03-03, Ambegaon Pathar
2362,Yashwin Jeevan and Orchid,950,2    ,2,2021-03-03, Sus
2363,Dwarka Sai Rahatani,700,1    ,2,2021-03-03, Rambagh Colony
2364,Oakwood Apartment,1400,3    ,3,2021-03-03, Viman Nagar
2365,Srushti Plaza-Parande Woods Parande Nagar Dhanori,540,1    ,1,2021-03-03, Opp Bharat Dhaba
2369,Goyal Shree Ganesh Hill View,650,2    ,2,2021-03-03, Charholi Budruk
2370,Sai Eshanya,870,2    ,1,2021-03-03, Balewadi
2372,Kolte Patil Life republic R3,750,2    ,2,2021-03-03, Hinjewadi
2373,Gemini Grand Bay,925,2    ,2,2021-03-03, Manjri BK
2374,Surubhi kinnara,600,1    ,1,2021-03-03, Mahavir general store
2375,Amar Cottage,1000,3    ,2,2021-03-03, Bhosale Nagar
2378,Saakaar Almond Park,1200,3    ,3,2021-03-03, Manjri BK
2379,Magnum Lifestyle,671,1    ,1,2021-03-03, Dhanori
2380,Agrawal Ganga Residency,850,1    ,2,2021-03-03, Hadapsar Gaon
2381,Rajesh East Enigma,1260,2    ,2,2021-03-03, Lonikand
2383,G K Dwarka Sai Wonder,1000,2    ,2,2021-03-03, Aundh Annexe
2385,Godrej Infinity,1200,2    ,2,2021-03-03, Keshav Nagar
2386,Shree Heritage,850,2    ,2,2021-03-03, Ravet
2388,Montvert Pristine,850,2    ,2,2021-03-03, Behind Khadki Railway Station
2389,Neco Garden,1005,2    ,2,2021-03-03, Viman Nagar
2390,RMK Natures Classic,570,1    ,1,2021-03-03, Yojana Nagar
2392,Flat in Kumar Homes,685,1    ,1,2021-03-03, NIBM
2393,Mantra Senses,945,2    ,2,2021-03-03, Handewadi
2396,Mandake Homes Advantage,1250,2    ,2,2021-03-03, Lullanagar
2397,Neeha Enterprises,600,1    ,1,2021-03-03, Heaven Park Mohammad Wadi Khind Road
2398,Siddharth Classic,1000,3    ,2,2021-03-03, Kothrud
2399,Megapolis Sangria Hinjewadi,1124,2    ,2,2021-03-03, Phase-3 Hinjewadi
2400,Neha Park,550,1    ,1,2021-03-03, Sahakar Nagar II
2401,TCG The Cliff Garden,761,2    ,2,2021-03-03, Phase-3 Hinjewadi
2403,Paranjape Blue Ridge,1050,2    ,2,2021-03-03, Hinjewadi
2404,Sai Kashish Park,625,1    ,1,2021-03-03, Kalewadi Phata
2405,Phadnis Green Square,1206,2    ,2,2021-03-03, Baner
2407,Nishant Devyani Avenue,680,1    ,1,2021-03-03, Phursungi
2408,Goel Ganga Constella,1170,2    ,2,2021-03-03, Eon Free Zone
2409,Vilas Javdekar Yashwin Hinjewadi,900,2    ,2,2021-03-03, Hinjewadi Phase 2
2410,Nanded City Janaranjani,300,1    ,1,2021-03-03, Nandel Fata
2412,Mantra Majestica,648,1    ,1,2021-03-02, Sasane Nagar
2413,Kumar Kul Ecoloch Phase 1,1100,2    ,2,2021-03-02, Mahalunge
2414,Ivy Botanica,975,2    ,2,2021-03-02, Wagholi
2415,Rama Air Castles,837,2    ,2,2021-03-02, Marunji
2416,Pegasus Megapolis Mystic,950,2    ,2,2021-03-02, Hinjewadi
2417,Empire Estate Federation 1,1000,2    ,2,2021-03-02, Chinchwad
2419,Tanishq Apartment Yerwada,950,2    ,2,2021-03-02, Yerwada
2421,Trimurti vihar,1000,1    ,1,2021-03-02, Bhekrai Nagar
2422,Mhada colony mhalunge ingle,703,2    ,2,2021-03-02, Mahalunge Ingale
2424,Thermax Housing,600,1    ,1,2021-03-02, Sector No-26 Pradhikaran
2425,Pethkar Siyona,1476,3    ,3,2021-03-02, Punawale
2426,Bhau Mansaram Naiks Fame Apartments,1500,1    ,2,2021-03-02, Guruvar Peth
2427,PGD Pinnacle,500,1    ,1,2021-03-02, Keshav Nagar
2428,Sukhwani Bliss,925,2    ,2,2021-03-02, Pcmc
2430,Madan Mohan,540,2    ,1,2021-03-02, Kamgar Nagar
2431,Munnalal Paradise,600,1    ,1,2021-03-02, Hadapsar
2432,on request,500,1    ,1,2021-03-02, Lohegaon
2433,Shri Balaji Nirjara Park,900,2    ,2,2021-03-02, Rahatani
2435,Kuber Shree Siddhivinayak Park,350,1    ,1,2021-03-02, Wadki
2437,Kubera park,1000,2    ,2,2021-03-02, Kondhwa
2438,Sakharnagar Society,550,1    ,1,2021-03-02, Baner-Sus
2441,Shakuntala Residancy,450,1    ,1,2021-03-02, Dapodi
2442,Shakuntala Resideancy,400,1    ,1,2021-03-02, Dapodi
2446,Galaxy Vineet,600,1    ,1,2021-03-02, Bavdhan
2447,vighnaharta society,1100,1    ,1,2021-03-02, Warje Malwadi
2448,Dreams Aakruti,667,1    ,1,2021-03-02, Hadapsar
2450,Neco Gardens,980,2    ,2,2021-03-02, Sakore Nagar
2451,Manisha Vihar,40000,1    ,1,2021-03-02, Shikrapur
2453,Shreyas Palladium Grand,1350,2    ,2,2021-03-02, Dhanori
2455,Kumar Samruddhi,550,1    ,1,2021-03-02, Tingre Nagar
2456,Golden Palms,600,1    ,1,2021-03-02, Sainath Nagar
2458,Shanti prasad co.op hsg soc,600,1    ,1,2021-03-02, Dahanukar Colony
2459,Shree Venkatesh Sharvil,1007,2    ,2,2021-03-02, Dhayari
2460,rajnigandha,600,1    ,1,2021-03-02, Somnath Nagar
2461,GK Rose Aster,450,2    ,2,2021-03-02, Punawale
2462,Vishwa Abhang Vishwa,630,1    ,1,2021-03-02, Chikhali
2463,bhosale village,600,2    ,2,2021-03-02, Phursungi
2464,ARV Newtown,600,1    ,2,2021-03-02, Pisoli
2465,Darode Jog Padmanabh,349,1    ,1,2021-03-02, Moshi
2466,Shriramnagar Apartment,950,2    ,2,2021-03-02, Aundh
2468,Kushal Swarnali,600,1    ,1,2021-03-02, Chakan
2469,sitharam ambre,550,2    ,1,2021-03-02, Bhairav Nagar
2471,Gandhi Manek Apartments,850,2    ,2,2021-03-02, Kothrud
2472,karnti apartment,300,1    ,1,2021-03-02, Kalwad Wasti
2474,Setpal Karishma Prime,780,1    ,1,2021-03-02, NIBM
2475,GK Silverland Residency Phase 1,650,2    ,2,2021-03-02, Ravet
2476,Panchvati Society,669,1    ,1,2021-03-02, Ravet
2479,reflections society,1336,3    ,3,2021-03-02, Dange Chowk
2480,Unmesh Apartment,700,1    ,1,2021-03-02, Hadapsar
2482,Lokmangal Kolawadi Greens Phase 1,715,2    ,2,2021-03-02, Kolawadi
2483,Kingston Elysia,975,2    ,2,2021-03-02, Pisoli
2485,Kalpatru Apartment,1000,2    ,2,2021-03-02, Chakan
2486,Chandrakala Heights,869,2    ,2,2021-03-02, Hadapsar Indutrial Estate
2488,The Greater Ganga Panama,1650,3    ,3,2021-03-02, Pimple Nilakh
2489,Shivyog Residency,790,2    ,1,2021-03-02, New Sanghvi
2490,Dreams Wisteria,700,2    ,2,2021-03-02, Yewalewadi
2492,Nilesh Plaza,680,1    ,1,2021-03-02, Hadapsar
2493,Goel Ganga Carnation,1250,2    ,2,2021-03-02, Koregaon Park Annexe
2494,Venkatesh Oxy Ultima,755,1    ,2,2021-03-02, Wagholi
2495,Life Montage Apartment,978,2    ,2,2021-03-02, Sus
2496,Laxmi Niwas,900,1    ,1,2021-03-02, New Sanghvi
2500,Shree Manibhadra Rose Wood Park,556,1    ,1,2021-03-02, Wagholi
2501,Prem Mairah Residences,852,3    ,3,2021-03-02, Hinjewadi
2502,"Siddhi Tower, C wing, Dapodi",1000,2    ,2,2021-03-02, Dapodi
2503,Sarthak Shanti Corner,765,2    ,2,2021-03-02, Dhayari
2504,sai swapnapurti,675,1    ,1,2021-03-02, Dhayari
2506,Parth Heights Apartment,640,1    ,1,2021-03-02, Aundh
2507,Siddhi Livia Mihika,850,2    ,2,2021-03-02, Vishal Nagar
2508,shree niwas,1500,4    ,4,2021-03-02, Dhanori
2510,Takshashila CHS,550,1    ,1,2021-03-02, Ashoka Nagar
2511,Royal Rahadki Greens-1,970,2    ,2,2021-03-02, Shivraj Nagar
2513,Sharda Park,2000,4    ,2,2021-03-02, Aundh
2514,Suvidha Vrundavan,550,1    ,1,2021-03-02, Kasurdi
2515,Eisha Erica,845,2    ,2,2021-03-02, Dhayari
2517,raheja heights,601,1    ,1,2021-03-02, Pimple Saudagar
2519,Vraj Culture,906,2    ,2,2021-03-02, Wakad
2520,Bhairavi,1200,2    ,2,2021-03-02, Hinjewadi
2521,Samarth Park Apartment,600,1    ,2,2021-03-02, Manik Baug
2522,Savkash Nagar Society,400,1   ,1,2021-03-02, Sai Nagar
2524,RK Lunkad Nisarg City 2,1450,3    ,3,2021-03-02, Vishnu Dev Nagar
2525,Shri Nagari Society,800,2    ,1,2021-03-02, Hadapsar
2527,Vilas Palash 2e,1350,3    ,3,2021-03-02, Shankar Kalat Nagar
2529,Vilas Yashone,550,1    ,1,2021-03-02, Pirangut
2530,Akshay Glowry,975,2    ,2,2021-03-02, Suncity Road
2531,Saptrang Aakash Society,1000,2    ,1,2021-03-02, Bhekrai Nagar
2532,Tanishq Society,840,2    ,2,2021-03-02, Eon Free Zone
2535,HPC Sai Crown Imperial,620,1    ,2,2021-03-02, Thergaon
2536,Vilas Javdekar Yashwin Hinjewadi,694,2    ,2,2021-03-02, Hinjewadi Phase 2
2539,Amar Serenity,1010,1    ,1,2021-03-02, Baner Pashan Link Road
2540,Altiius Society,1200,2    ,2,2021-03-02, Pimple Nilakh
