,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify,lat,longi
2355,Shinde Villa,600,1,1,2021-02-27, Wagholi,18.5807719,73.9787063
2356,Sairaj Residency Housing Society,800,1,1,2021-02-27, New Sanghvi,18.5793178,73.8142604
2357,Manav Silver Skyscapes,1150,2,2,2021-02-27, Shankar Kalat Nagar,18.5993483,73.762495
2358,Gulmohar Serene,450,1,1,2021-02-27, Kharadi,18.5538241,73.9476689
2359,Shreeram Lotus,1020,2,2,2021-02-27, Uttareshwar Nagar,18.5993996,73.9240191
2360,Sai datt residency,1200,3,2,2021-02-27, Baner,18.5590032,73.7867629
2361,Bramha Sky City,961,2,2,2021-02-27, Dhanori,18.5967587,73.896851
2362,Majestique City,851,2,2,2021-02-27, Wagholi,18.5807719,73.9787063
2363,Armada Society,634,1,2,2021-02-27, Wakad,18.6010921,73.7641245
2364,Sara Sanskruti,855,2,2,2021-02-27, Kharabwadi,18.7589499,73.8344093
2365,Global E Homes,1100,2,2,2021-02-27, Hinjewadi,18.5912716,73.73890899999999
2366,meghsparsh,932,2,2,2021-02-27, Khedekar Nagar,18.4554741,73.8253649
2367,Sairang Residency,1100,2,2,2021-02-27," Mohan Nagar, Chinchwad",18.6440903,73.79632219999999
2368,Yashraj Green Castle,920,2,2,2021-02-27, Hadapsar,18.508934,73.92591019999999
2369,GK Dwarka Sai Paradise,900,2,2,2021-02-27, Pimple Saudagar,18.5986763,73.79783479999999
2370,Bhikoba Height\'s,550,1,1,2021-02-27, Dhayari,18.4471444,73.8101999
2371,Girnar Apartment,450,1,1,2021-02-27, Chinchwad,18.6297811,73.7997094
2372,Rachana MyWorld Apartments,1460,3,3,2021-02-27, Baner,18.5590032,73.7867629
2373,Olympia Apartment,1543,3,3,2021-02-27, Bhumkar Nagar,18.6022427,73.7463147
2374,Shri Sai Hills,790,2,2,2021-02-27, Kesnand,18.575932,74.0086613
2375,Vilas Yashone,529,1,2,2021-02-27, Pirangut,18.5130169,73.67792709999999
2376,Majestique Nest,670,1,1,2021-02-27, Fursungi Gaon,18.4726725,73.9784573
2377,Sukhwani Palms,904,2,2,2021-02-27, Wagholi,18.5807719,73.9787063
2378,Nirmal Township,550,1,1,2021-02-27, Hadapsar,18.508934,73.92591019999999
2379,5 Star Royal Glory,607,1,1,2021-02-27, Bhumkar Nagar,18.6022427,73.7463147
2380,Vishnugiri Pride,540,1,1,2021-02-27, Nandini Takle Nagar,18.4995616,73.9622409
2381,Shree Prabha Housing Society,441,1,1,2021-02-27, Phursungi,18.4726725,73.9784573
2382,on request,800,1,1,2021-02-27, Yewalewadi,18.4462026,73.9051185
2383,Arcvista,1015,2,2,2021-02-27, Munjaba Vasti,18.5865887,73.8962994
2384,Mont Vert Seville,817,2,2,2021-02-27, Shankar Kalat Nagar,18.5993483,73.762495
2385,BK Chavan Shree Krupa Shrushti,1850,3,4,2021-02-27, Shani Nagar,18.4413564,73.8492576
2386,Echoing Greens,1115,2,2,2021-02-27, Wakad,18.6010921,73.7641245
2387,Harshada Enclave,540,1,1,2021-02-27, New Sanghvi,18.5793178,73.8142604
2388,Sawali Bungalo,250,1,1,2021-02-27, Chinchwad,18.6297811,73.7997094
2389,Sairang Residency,800,2,2,2021-02-27, Mohan Nagar Chinchwad,18.6440903,73.79632219999999
2390,Dreams Aakruti,880,2,2,2021-02-27, Hadapsar,18.508934,73.92591019999999
2391,Yash Sankul,850,2,2,2021-02-27, Pimple Saudagar,18.5986763,73.79783479999999
2392,Silver Gardenia,1270,3,2,2021-02-27, Ravet,47.66703210000001,-117.4014343
2393,Tulip Homes,777,2,2,2021-02-27, Chakan,18.7632075,73.8613203
2394,Mittal Atria,580,1,1,2021-02-27, Tingre Nagar,18.575865,73.8930827
2395,Vastu River Nest Phase 2,973,2,2,2021-02-27, Ravet,47.66703210000001,-117.4014343
2396,Atreya Society,800,1,1,2021-02-27, Senapati Bapat Road,18.5304688,73.8299146
2397,Dange CASA 7,800,2,2,2021-02-27, Dange Chowk,18.604276,73.75100069999999
2398,Nandan Inspera,1000,2,2,2021-02-27, Wakad,18.6010921,73.7641245
2399,GT Mangal Vishwa,480,1,1,2021-02-27, Kiwale,18.661162,73.728662
2400,Apex Athena,1012,2,2,2021-02-27, Wakad,18.6010921,73.7641245
2401,Shashwattee Reflections,1100,2,2,2021-02-27, Wakad,18.6010921,73.7641245
2402,Society,385,1,1,2021-02-27," Gulmohar Apts,S.no 128",NAN,NAN
2403,Karia Konark Indrayu Enclave,1152,2,2,2021-02-27, NIBM,6.9065441,79.87072119999999
2404,Sukhwani Palm Breeze,1380,3,3,2021-02-27, Pimple Saudagar,18.5986763,73.79783479999999
2405,Venkatesh Graffiti,985,2,2,2021-02-27, Keshav Nagar,18.5323976,73.94406459999999
2406,Angulpark,700,1,1,2021-02-27," AngulPark,MohammadWadi,Nr.Dadagujarschool,Hadapsar",18.4751462,73.9163246
2407,10 Vrindavan Phase 2,1150,2,2,2021-02-27, Dhanori,18.5967587,73.896851
2408,Olympia Apartment,800,2,2,2021-02-27, Bhumkar Nagar,18.6022427,73.7463147
2409,Atur Nagar,885,2,2,2021-02-27, Kad Nagar,18.4605837,73.9132023
2410,ARV Imperia,675,2,2,2021-02-27, Pisoli,18.4491966,73.9077818
2411,Skyi Songbirds,950,2,2,2021-02-27, Bhugaon,18.5011162,73.7507669
2412,Kumar Purab,1032,2,2,2021-02-27, Tilekar Vasti,18.5061241,73.9234903
2413,Sudarshan Alliance Paalavi,1020,2,2,2021-02-27, Baner,18.5590032,73.7867629
2414,Sai Residency,650,1,1,2021-02-26, Dattanagar,18.4474077,73.8483676
2415,Arihant Venkateshwara Green City,650,1,1,2021-02-26, Hadapsar,18.508934,73.92591019999999
2416,Mirchandani Palms,1350,3,3,2021-02-26, Pimple Saudagar,18.5986763,73.79783479999999
2417,DS Atulya Nirman,716,2,2,2021-02-26, Punawale,18.6309399,73.7378149
2418,Naiknavare Swapnapurti,450,1,1,2021-02-26, Sasane Nagar,18.4919553,73.9345125
2419,meridian yumna acolade road,910,2,2,2021-02-26, Kharadi,18.5538241,73.9476689
2420,G K Royal Rahadki Greens Phase 2,800,1,2,2021-02-26, Rahatani,18.6047038,73.78712949999999
2421,Oxygen Valley,900,2,2,2021-02-26, Manjari Budruk,18.521266,73.98257339999999
2422,Gurukrupa Society,750,1,1,2021-02-26, Keshav Nagar,18.5323976,73.94406459999999
2423,Samarth Vihar,520,1,1,2021-02-26, Dhayari,18.4471444,73.8101999
2424,Yashwant Vihar,650,1,1,2021-02-26, Swami Samartha Nagar,19.1424186,72.82345640000001
2425,Kishor Shubhankar Heights,400,1,1,2021-02-26, Dange Chowk,18.604276,73.75100069999999
2426,Gajanan Complex,750,1,1,2021-02-26, Chinchwad Gaon,18.6276082,73.78088
2427,nishigandh society,353,1,1,2021-02-26, Bhusari Colony,18.5082124,73.7904396
2428,Dreams Lynnea,647,1,1,2021-02-26, Wagholi,18.5807719,73.9787063
2429,Nano Homes,851,2,1,2021-02-26, Ravet,47.66703210000001,-117.4014343
2430,Abhijit Park,1000,2,2,2021-02-26, Dange Chowk,18.604276,73.75100069999999
2431,Mhada Chs,600,1,1,2021-02-26, Morwadi,18.633344,73.8051458
2432,"Kolte Patil Downtown Cheryl, Kharadi",1566,3,3,2021-02-26, Nagar Road,18.5626966,73.9372298
2433,Mittal Treedom Park,1296,2,2,2021-02-26, Kalas,40.2234946,-76.1124932
2434,TCG The Cliff Garden,738,2,2,2021-02-26, Phase-3 Hinjewadi,18.5868397,73.68599499999999
2435,Manas Crest,1300,3,3,2021-02-26, Chikhali,18.6824723,73.8196095
2436,Saraswati Complex,675,1,1,2021-02-26, Hadapsar,18.508934,73.92591019999999
2437,Venkatesh Apartment,950,2,2,2021-02-26, Shivane,18.4661512,73.7821719
2438,Manas Crest,1600,3,3,2021-02-26, Sector-13 Chikhali,18.6618671,73.8264677
2439,Saheels Fortune Park,938,2,2,2021-02-26, Moshi,25.8418033,-80.1845974
2440,Exotica legacy,675,1,2,2021-02-26," Purandanagar,Kiwale",NAN,NAN
2441,Spring Meadows,625,2,1,2021-02-26, Ambegaon Bk,18.4458033,73.8507279
2442,B5 indralok,620,1,1,2021-02-26, Near Murugan Dosa,37.3660917,-122.0134167
2443,Rama Air Castles,1200,3,3,2021-02-26, Marunji,18.6124747,73.71542149999999
2444,Bhumi Silveriio,994,2,2,2021-02-26, Chikhali,18.6824723,73.8196095
2445,Pragati Park Apartment,751,2,1,2021-02-26, Hadapsar Gaon,18.4996865,73.9323081
2446,SKYi Star Towers,741,2,2,2021-02-26, Bhukum,18.4942984,73.7220419
2447,GKG The Kings Way,1023,2,2,2021-02-26, B.T Kawade Road,18.5177246,73.90670519999999
2448,Paranjape Forest Trails The Highlands,1450,3,3,2021-02-26, Bhugaon,18.5011162,73.7507669
2449,Yugal Apartment,1305,2,2,2021-02-26, Lullanagar,18.4852672,73.88362
2450,Samarth colony,690,1,1,2021-02-26, Samarth Colony,18.5561385,73.7746293
2451,Girishobha Apartment,1045,2,2,2021-02-26, Kothrud,18.5073514,73.8076543
2452,Potnis Parisar CHS,1000,2,2,2021-02-26, Karve Nagar,18.4914883,73.82172899999999
2453,Garve Coronet,969,2,1,2021-02-26, Pimple Gurav,18.5865962,73.8134424
2454,Nyati Eternity,1200,2,2,2021-02-26, Undri,18.4566651,73.9095279
2455,Swastik Pride Homes,650,1,1,2021-02-26, Rahatani,18.6047038,73.78712949999999
2456,Laxmi Bhakti,600,1,1,2021-02-26, Rahatani,18.6047038,73.78712949999999
2457,Laxmi Bhakti,570,1,1,2021-02-26, Arvind Colony,17.4016335,78.4023524
2458,Giridhar Oasis,1069,2,2,2021-02-26, Thite Nagar,18.5443244,73.9403908
2459,Verve Apartment,1155,2,2,2021-02-26, Wakad,18.6010921,73.7641245
2460,Niranjan Banglow,600,1,1,2021-02-26, Pradhikaran,18.6517098,73.7683784
2461,Kumar Sophronia,1700,3,3,2021-02-26, Adarsh Nagar,28.7192604,77.173582
2462,Pratik Nagar,1000,2,2,2021-02-26, Yerwada,18.5529226,73.879711
2463,On Request,900,2,2,2021-02-26, Dhankawadi,18.4654546,73.85468209999999
2464,D R Gavhane Gangotri Park,2000,1,1,2021-02-26, Bhosari,18.6320627,73.84679779999999
2465,Divya tej,1650,3,3,2021-02-26, Senapati Bapat Road,18.5304688,73.8299146
2466,Raviraj Aureate,1464,3,3,2021-02-26, Pimple Saudagar,18.5986763,73.79783479999999
2467,Suyog Samrudhhi Co Op Housing Society,765,2,2,2021-02-26, Bhekrai Nagar,18.4819581,73.9521468
2468,ganesh park,540,1,1,2021-02-26, Sinhgad Road,18.4571619,73.8033639
2469,Prestine New City,1200,2,2,2021-02-26, Wagholi,18.5807719,73.9787063
2470,Runwal,1450,3,3,2021-02-26, Balewadi Phata,18.5645048,73.7838215
2471,Ariana,2800,6,4,2021-02-26, Veerbhadra Nagar,18.5624668,73.77266279999999
2472,Shree Ganesh Residency,762,2,1,2021-02-26, Dhayari,18.4471444,73.8101999
2473,Megapolis Smart Homes 1,650,2,2,2021-02-26, Phase-3 Hinjewadi,18.5868397,73.68599499999999
2474,Sairatna Residency,607,1,1,2021-02-26," Runwal Park, Vijay Nagar",18.614517,73.8779251
2475,Green City Cooperative Housing Society,890,2,2,2021-02-26, Handewadi,18.4542527,73.9315733
2476,Monal Park,558,1,1,2021-02-26, Gadital,18.5009698,73.9429625
2477,Choice Goodwill 24,660,1,1,2021-02-26, Kutwal Colony,18.600736,73.91607739999999
2478,Atlanta I,950,2,2,2021-02-26, Bhujbal Vasti,18.590846,73.75587589999999
2479,on req,600,1,1,2021-02-26, Old Sangvi,18.5729119,73.8183662
2480,Bramha Palace,625,1,1,2021-02-26, Pimple Gurav,18.5865962,73.8134424
2481,Megapolis Symphony,1000,2,2,2021-02-26, Hinjewadi,18.5912716,73.73890899999999
2482,DMK Stella,1523,4,4,2021-02-26, Moshi,25.8418033,-80.1845974
2483,vishakha co op society,600,1,1,2021-02-26, Wadgaon Budruk,18.4659813,73.8246309
2484,Xrbia Hinjewadi,900,3,2,2021-02-26, Hinjewadi,18.5912716,73.73890899999999
2485,Prasun Jyot,600,1,1,2021-03-01, Pimpri,18.6297811,73.7997094
2486,Sarthak Building,450,1,1,2021-02-26, Rajashri Colony,18.5513681,73.9240414
2487,Gurukrupa complex,460,1,1,2021-02-26, Icchapurti ganpati,19.0870966,72.84117220000002
2488,Windows Society,1100,2,2,2021-02-26, Sus,40.7466478,-73.99335599999999
2489,Shree Vihar Siddhivinayak Nagari,1500,2,3,2021-02-26, Nigdi,18.6491735,73.7706532
2490,Pawanputra niwas,500,1,1,2021-02-26, Suvarn park kesnand,18.5731246,74.0079204
2491,Kumar Samruddhi,670,1,1,2021-02-26, Vishrantwadi,18.5726054,73.8782079
2492,Mantra Insignia,810,2,1,2021-02-26, Keshav Nagar,18.5323976,73.94406459999999
2493,Shubham chs society,605,1,1,2021-02-26, Alandi Road,18.6523473,73.8836941
2494,Atharva,1700,3,2,2021-02-26, Aundh,18.5601649,73.8031335
2495,Ganga Vihar,450,1,1,2021-02-26, Pingale Wasti,18.529846,73.914672
2496,Paranjape Blue Ridge,1800,3,3,2021-02-26, Hinjewadi,18.5912716,73.73890899999999
2497,Tucker AWHO Enclave,1620,3,3,2021-02-26, Hadapsar,18.508934,73.92591019999999
2498,Kusumanand,1250,1,1,2021-02-26, Bhairav Nagar,18.5835942,73.88674499999999
2499,pawar apartment,550,1,1,2021-02-26, Vishrantwadi,18.5726054,73.8782079
2500,Magarpatta City Iris,946,2,2,2021-02-26, Magarpatta,18.5158057,73.9271644
2501,On req,950,2,2,2021-02-26, Wakad,18.6010921,73.7641245
2502,Shubhshree,600,1,1,2021-02-26, Talegaon Dabhade,18.7375763,73.67466259999999
2503,Vision Boulevard,1073,2,2,2021-02-26, Pimple Saudagar,18.5986763,73.79783479999999
2504,Shree Ganesh Shrusti Society,950,2,2,2021-02-26, Ravet,47.66703210000001,-117.4014343
2505,Green Republic,769,2,2,2021-02-26, Wagholi,18.5807719,73.9787063
2506,Sanskriti Apartment,1100,2,2,2021-02-26, Moshi,25.8418033,-80.1845974
2507,Morya Darshan,750,1,1,2021-02-26, Sutarwadi,18.5419934,73.78161539999999
2508,Parashar Housing Society,900,2,2,2021-02-26, Kharadi,18.5538241,73.9476689
2509,Belvalkar Mitrangan,990,2,2,2021-02-26, Baner,18.5590032,73.7867629
2510,Durvankur Garden CHS,900,2,2,2021-02-26, Dhankawadi,18.4654546,73.85468209999999
2511,nul,1000,1,1,2021-02-26, Bhalekar Nagar,18.5912278,73.8216889
2512,Verve Apartment,950,2,2,2021-02-26, Wakad,18.6010921,73.7641245
2513,Vastu Sundar Apartment,1450,3,2,2021-02-26, Aundh Gaon,18.5639463,73.81029269999999
2514,Vastu Sundar Apartment,1450,3,2,2021-02-26, Aundh Gaon,18.5639463,73.81029269999999
2515,Prem Sagar Apartment,1400,2,2,2021-02-26, Pimpri Chinchwad,18.6297811,73.7997094
2516,sai vrudhavan parbu kunj,400,1,1,2021-02-26, Eon Free Zone,18.553989,73.9521468
2517,Rajani Classic,850,2,2,2021-02-26, Shanti Nagar,24.9018958,67.101567
2518,Punyadham Apartments,650,1,1,2021-02-26, Vadgaon Sheri,18.5512771,73.92098940000001
2519,Shankar Suman Sankul,621,1,1,2021-02-26, Hadapsar,18.508934,73.92591019999999
2520,shivam guru vihar society,800,2,2,2021-02-26, Chakan,18.7632075,73.8613203
2521,Mittal Pebbles High Mont,880,2,2,2021-02-26, Hinjewadi,18.5912716,73.73890899999999
2522,Xrbia Hinjewadi,416,2,2,2021-02-26, Marunji,18.6124747,73.71542149999999
2523,Highland Aanandvan,725,2,2,2021-02-26, Baner,18.5590032,73.7867629
2524,Kiran Kunj,350,1,1,2021-02-26, Dalvinagar,18.6439078,73.78198309999999
2525,Runal Deepmala,970,2,2,2021-02-26, Pimple Saudagar,18.5986763,73.79783479999999
2526,Rajdeep Apartment,762,2,1,2021-02-26, Sahakar Nagar II,18.4870075,73.844403
2527,Nilesh Samruddhi,980,2,2,2021-02-26, Hadapsar Gaon,18.4996865,73.9323081
2528,Rajdeep Apartment,8234,2,1,2021-02-26, Sahakar Nagar II,18.4870075,73.844403
2529,Gokhale Swastishree,1727,3,3,2021-02-26, Aundh,18.5601649,73.8031335
2530,Omkar Park,594,1,1,2021-02-26, Thergaon,18.6142654,73.77507460000001
2531,Cozy Homes,525,1,1,2021-02-26, Wagholi,18.5807719,73.9787063
2532,Teerth Aarohi,1110,2,2,2021-02-26, Parkhe Vasti,18.5476177,73.7512065
2533,Geeta Apartment,500,1,1,2021-02-26, Rasta Peth,18.5176333,73.8671232
2534,Sagar Heights,480,1,1,2021-02-26, Kasarwadi,18.6060873,73.8227917
2535,Snehsadan Housing Society.,650,1,1,2021-02-26, Sambhaji Chowk. Pradhikaran. Nigdi.,18.6491781,73.77068179999999
2536,Manas Nagari housing Society,950,2,2,2021-02-26, Talegaon,18.7375763,73.67466259999999
2537,JM claasic,1065,2,2,2021-02-26, pimpri,18.6297811,73.7997094
2538,Yogeshwar Apartment,600,1,1,2021-02-26, Shivaji Nagar,12.9856503,77.60569269999999
2539,Megapolis Sparklet,988,2,2,2021-02-26, Hinjewadi,18.5912716,73.73890899999999
2540,TCG The Cliff Garden,760,2,2,2021-02-25, Hinjewadi,18.5912716,73.73890899999999
2541,Sterling CHS,600,1,2,2021-02-25, Koregaon Park,18.5362084,73.8939748
2542,Platinum Towers,970,2,2,2021-02-25, Yamuna Nagar Wakad,18.6043829,73.7616212
2543,BU Bhandari Acolade,1100,2,2,2021-02-25, Kharadi,18.5538241,73.9476689
2544,Sonigara Park,636,1,1,2021-02-25, Thergaon,18.6142654,73.77507460000001
2545,Paranjape Forest Trails Pebbles,600,1,1,2021-02-25, Bhugaon,18.5011162,73.7507669
2546,Prakrtii Apartments,1488,3,3,2021-02-25, Baner,18.5590032,73.7867629
2547,on request,450,1,1,2021-02-25, Kharadi,18.5538241,73.9476689
2548,Raston Colony,400,1,1,2021-02-25, Chinchwad,18.6297811,73.7997094
2549,Renuka Nagari CHS,1000,2,1,2021-02-25, Kirti Nagar,28.6493776,77.1436998
2550,Amit Colori,687,2,2,2021-02-25, Undri,18.4566651,73.9095279
2551,Palm Groves,1418,3,3,2021-02-25, B.T Kawade Road,18.5177246,73.90670519999999
2552,Sai Sayaji Nagar,585,1,1,2021-02-25, Renuka Nagar,19.211557,72.835994
2553,On Request,746,2,1,2021-02-25, Dattanagar,18.4474077,73.8483676
2554,Saakshi Parvatara,811,2,2,2021-02-25, Ravet,47.66703210000001,-117.4014343
2555,Patwardhangarg,540,1,2,2021-02-25, Narayan Peth,18.5154741,73.8500717
2556,Pate Life Montage 2,980,2,2,2021-02-25, Sus,40.7466478,-73.99335599999999
2557,Aurum Platina Phase 1,1150,2,2,2021-02-25, Wakad,18.6010921,73.7641245
2558,Ashwini Residency,200,1,1,2021-02-25, Wagholi,18.5807719,73.9787063
2559,Flat No. 9 Deogiri Apartment,613,1,1,2021-02-25," Indrayani Colony , Talegaon Dabhade",18.7391977,73.6830521
2560,Laxmipuram Society,650,1,1,2021-02-25, Yerwada,18.5529226,73.879711
2561,Suyash Plaza,550,1,1,2021-02-25, Bhekrainagar Fursungi,18.4819581,73.9521468
2562,Siddhashila Eela,704,2,2,2021-02-25, Punawale,18.6309399,73.7378149
2563,Gagan Cefiro,656,1,1,2021-02-25, Undri,18.4566651,73.9095279
2564,Nanded City Janaranjani,350,1,1,2021-02-25, Nandel Fata,18.4647402,73.8036752
2565,Sukhwani Sepia,1090,2,2,2021-02-25, Tathawade,18.627597,73.74549
2566,Raojee Palldium Grand,1010,2,2,2021-02-25, Madhav Nagar,21.1230533,79.0553249
2567,Laxmi Homes Society,860,2,2,2021-02-25, Manjari Budruk,18.521266,73.98257339999999
2568,Sai Heritage,740,1,1,2021-02-25, Wireless Colony,18.5635597,73.805881
2569,Rama Air Castles,837,2,2,2021-02-25, Marunji,18.6124747,73.71542149999999
2570,Aayush Complex,500,1,1,2021-02-25, Bhekrai Nagar,18.4819581,73.9521468
2571,Bunty Mayur Kilbil,980,2,2,2021-02-25, Dhanori,18.5967587,73.896851
2572,Puranik Aldea Espanola,640,1,1,2021-02-25, Mahalunge,18.57382,73.7561594
2573,Balaji Prestige Park,1050,2,2,2021-02-25, Wagholi,18.5807719,73.9787063
2574,Magarpatta City Trillium,1400,3,3,2021-02-25, Magarpatta,18.5158057,73.9271644
2575,Navkar Park,500,1,1,2021-02-25, Khed Shivapur,18.3390463,73.8397009
2576,Sahyadri Madhuban,1040,2,2,2021-02-25, Kirkatwadi,18.4445501,73.7888924
2577,Aura County,850,2,2,2021-02-25, Ubale Nagar,18.5664327,73.95775139999999
2578,Capital Tower,1069,2,2,2021-02-25, Wakad,18.6010921,73.7641245
2579,Rohit Residency,373,1,1,2021-02-25, Hadapsar,18.508934,73.92591019999999
2580,Siddharth Apartment,525,1,1,2021-02-25, Bharati Vidyapeeth,18.5118048,73.8431451
2581,Try Kanchan Vastu,1350,3,3,2021-02-25, Bhusari Colony,18.5082124,73.7904396
2582,Kohinoor Tinsel County,587,1,2,2021-02-25, Phase-3 Hinjewadi,18.5868397,73.68599499999999
2583,Citrine,809,2,2,2021-02-25, Marunji,18.6124747,73.71542149999999
2584,Eden Spaces,950,2,2,2021-02-25, Ravet,47.66703210000001,-117.4014343
2585,Om Aurkide Katraj,700,1,1,2021-02-25, Bharati Vidyapeeth,18.5118048,73.8431451
2586,Splendour County,1280,2,2,2021-02-25, Rahatani,18.6047038,73.78712949999999
2587,Padale Sankul,550,1,1,2021-02-25, Mahalunge,18.57382,73.7561594
2588,GK Dwarka Sai Heritage,1300,2,2,2021-02-25, Pimple Saudagar,18.5986763,73.79783479999999
2589,kasturba society,600,1,2,2021-03-02, Sadguru appartment,18.503745,73.8041782
2590,GK Atlanta,928,2,2,2021-02-25, Wakad,18.6010921,73.7641245
2591,Edenn Garden RHS,2294,3,3,2021-02-25, Wakad,18.6010921,73.7641245
2592,Apna Ghar,613,1,1,2021-02-25, Nanekarwadi,18.7486902,73.8536951
2593,Kolte Patil Life Republic,1080,2,2,2021-02-25, Hinjewadi,18.5912716,73.73890899999999
2594,Survey no 258,1100,2,2,2021-02-25, Khese Park,18.5907515,73.9109977
2595,Vilas Javdekar Yashwin Hinjewadi,1000,2,2,2021-02-25, Hinjewadi Phase 2,18.596167,73.7153778
2596,Yash Sankul,750,1,1,2021-02-25, Pimple Saudagar,18.5986763,73.79783479999999
2597,mudliar apartment,1200,2,2,2021-02-25, Khese Park,18.5907515,73.9109977
2598,UNITY AASHIRWAD,1120,2,2,2021-02-25, LANE NO 11-B BHAIRAVNAGAR DHANORIROAD VIAHRANTWADI PUNE,18.587639,73.88687999999999
2599,Swami Samarth Colony,700,1,1,2021-02-25, Thergaon,18.6142654,73.77507460000001
2600,Varun Enclave,850,2,2,2021-02-25, Bhusari Colony,18.5082124,73.7904396
2601,Xrbia Hinjewadi,315,1,1,2021-02-25, Hinjewadi,18.5912716,73.73890899999999
2602,Swapnalok Apartment,959,2,2,2021-02-25, Phursungi,18.4726725,73.9784573
2603,Vridavan Elegance,1275,3,2,2021-02-25, Bhausaheb Kalate Nagar,18.5954512,73.7652528
2604,Welworth Celina,975,2,2,2021-02-25, Baner,18.5590032,73.7867629
2605,ACME Aureli,695,1,1,2021-02-25, Ambegaon Bk,18.4458033,73.8507279
2606,Kamalraj Hari Dwar,957,2,2,2021-02-25, Dighi,18.6148698,73.8729867
2607,Kolte Cheryl,900,2,2,2021-02-25, Ashoka Nagar,24.5775148,77.7318495
2608,Gandharv Park,605,1,1,2021-02-25, Shahunagar,18.6566489,73.80808689999999
2609,On req,1154,3,2,2021-02-25, Aundh,18.5601649,73.8031335
2610,Aditya Guruganesh Nagar Phase 1,800,2,2,2021-02-25, Kothrud,18.5073514,73.8076543
2611,Paranjape Blue Ridge,600,1,1,2021-02-25, Hinjewadi,18.5912716,73.73890899999999
2612,Sanskriti Apartment,975,2,2,2021-02-25, Pimple Nilakh,18.5790232,73.7859912
2613,Utsav Residency,960,2,2,2021-02-25, Wagholi,18.5807719,73.9787063
2614,Kanchan Plaza,590,1,1,2021-02-25, Katraj,18.4529322,73.86523799999999
2615,Kumar Park Infinia,1100,2,2,2021-02-25, Phursungi,18.4726725,73.9784573
2616,Hubtown contrywoods,860,2,2,2021-02-25, Katraj Kondhwa Road,18.4498414,73.87479689999999
2617,Greenland Society,1050,2,2,2021-02-25, Pimple Saudagar,18.5986763,73.79783479999999
2618,Greenland Society,550,1,1,2021-02-25, Pimple Saudagar,18.5986763,73.79783479999999
2619,Rukmani Complex,750,2,1,2021-02-25, Dhayari,18.4471444,73.8101999
2620,Aditya Complex,730,1,1,2021-02-25, Pimple Nilakh,18.5790232,73.7859912
2621,Swaraj Ranjan Heights,504,1,2,2021-02-25, Ravet,47.66703210000001,-117.4014343
2622,Akshay Sanskriti Apartment,560,1,1,2021-02-25, Wagholi,18.5807719,73.9787063
2623,Megapolis Sangria Towers,1640,3,3,2021-02-25, Hinjewadi,18.5912716,73.73890899999999
2624,Raviraj Siciliaa,1270,2,2,2021-02-25, Nigade Nagar,18.5217498,73.9043836
2625,Anandban co-operative housing society,550,1,1,2021-02-25, Somnath Nagar,18.5581835,73.9216532
2626,Goyal Usha Manor,1050,2,1,2021-02-25, Aundh,18.5601649,73.8031335
